"journal-article-10.2307_1014904-ngram1.txt","Raw Materials and Foodstuffs in the Commercial Policies of Nations"
"journal-article-10.2307_1017189-ngram1.txt","What the Wage-Earning Woman Contributes to Family Support"
"journal-article-10.2307_1037352-ngram1.txt","Poverty, Inequality, and Conflict"
"journal-article-10.2307_1034945-ngram1.txt","The Future of the Peace Corps"
"journal-article-10.2307_1039578-ngram1.txt","Issues of Thermonuclear War Termination"
"journal-article-10.2307_1017207-ngram1.txt","At the Crossroads in the Legal Protection of Women in Industry"
"journal-article-10.2307_1037353-ngram1.txt","Democratic Participation"
"journal-article-10.2307_1016571-ngram1.txt","China: A Bibliographical List"
"journal-article-10.2307_1019024-ngram1.txt","Index to Subjects"
"journal-article-10.2307_1036746-ngram1.txt","Supplement: Trends in Historical Writing about Modern Western Europe in the Last Five Years"
"journal-article-10.2307_1017495-ngram1.txt","Lobbying"
"journal-article-10.2307_1014775-ngram1.txt","Wages in the Coal Industry As Compared with Wages in Other Industries with Special Reference to the Anthracite Situation"
"journal-article-10.2307_1017203-ngram1.txt","Women in the Political Parties"
"journal-article-10.2307_1017677-ngram1.txt","Back Matter"
"journal-article-10.2307_1014771-ngram1.txt","Substitutes for Anthracite as a Domestic Fuel, with Some Remarks on the Purchase of Coal by Industrial Users"
"journal-article-10.2307_1017633-ngram1.txt","Is the Agricultural Tariff Protective?"
"journal-article-10.2307_1035040-ngram1.txt","Supplement: Recent Trends in Political Theory and Political Philosophy"
"journal-article-10.2307_1037903-ngram1.txt","Supplement: Recent Developments in United States History, 1963-1966"
"journal-article-10.2307_3804609-ngram1.txt","A Study in Labor Mobility"
"journal-article-10.2307_1037971-ngram1.txt","Divorce American Style"
"journal-article-10.2307_1021974-ngram1.txt","Cotton Consumption in the United States"
"journal-article-10.2307_1020419-ngram1.txt","Back Matter"
"journal-article-10.2307_1017181-ngram1.txt","The Educational Opportunities of American Women - Theoretical and Actual"
"journal-article-10.2307_1020137-ngram1.txt","The Conduct of German Foreign Affairs"
"journal-article-10.2307_1032716-ngram1.txt","The Situation in 1959"
"journal-article-10.2307_1023406-ngram1.txt","Back Matter"
"journal-article-10.2307_1017549-ngram1.txt","Police Statistics"
"journal-article-10.2307_1035098-ngram1.txt","Other Books"
"journal-article-10.2307_1016350-ngram1.txt","Crop Insurance-Its Recent Accomplishments and Its Possibilities"
"journal-article-10.2307_1017142-ngram1.txt","The Juvenile Court at the Bar. A National Challenge"
"journal-article-10.2307_3804620-ngram1.txt","Working Capital in Street Railway Valuation"
"journal-article-10.2307_1018875-ngram1.txt","Selected References on Zoning in the United States"
"journal-article-10.2307_1032300-ngram1.txt","Soviet Policy toward Western Europe Since Stalin"
"journal-article-10.2307_1038311-ngram1.txt","Social Indicators, Reports, and Accounts: Toward the Management of Society"
"journal-article-10.2307_1037606-ngram1.txt","Other Books"
"journal-article-10.2307_1021612-ngram1.txt","Back Matter"
"journal-article-10.2307_1014551-ngram1.txt","The Sales Tax"
"journal-article-10.2307_1016903-ngram1.txt","Back Matter"
"journal-article-10.2307_1015686-ngram1.txt","[Index]"
"journal-article-10.2307_1037962-ngram1.txt","Back Matter"
"journal-article-10.2307_1037026-ngram1.txt","Urban Conditions: New York City"
"journal-article-10.2307_1014490-ngram1.txt","The Effect of Taxation on Securities"
"journal-article-10.2307_1017519-ngram1.txt","Public Construction and Cyclical Unemployment"
"journal-article-10.2307_1018077-ngram1.txt","National versus State Banks"
"journal-article-10.2307_1037193-ngram1.txt","The Role of the Police"
"journal-article-10.2307_1014327-ngram1.txt","The Foreign Trade of the United States Since the Signing of the Armistice"
"journal-article-10.2307_1017560-ngram1.txt","The English Police System"
"journal-article-10.2307_1031493-ngram1.txt","Education and Public Health"
"journal-article-10.2307_1034936-ngram1.txt","The Preparation of Peace Corps Volunteers for Overseas Service: Challenge and Response"
"journal-article-10.2307_1036457-ngram1.txt","Other Books"
"journal-article-10.2307_1016618-ngram1.txt","Trends in Farm Land Values in the United States from 1912 to 1928"
"journal-article-10.2307_1022212-ngram1.txt","Back Matter"
"journal-article-10.2307_1015699-ngram1.txt","Foreign Trade in Petroleum"
"journal-article-10.2307_1014565-ngram1.txt","The Principal Factors to Be Considered in Connection with the Cancellation of the European Indebtedness to the United States"
"journal-article-10.2307_1015068-ngram1.txt","Job Analysis for Employment Purposes"
"journal-article-10.2307_1031335-ngram1.txt","Presidential Leadership and Party Responsibility"
"journal-article-10.2307_1030987-ngram1.txt","Overseas Chinese in Southeast Asia"
"journal-article-10.2307_1016626-ngram1.txt","Changes in Production and Consumption of Our Farm Products and the Trend in Population: Do We Need More Farm Land?"
"journal-article-10.2307_1014503-ngram1.txt","[Foreword]-The Integrity of the Federal Reserve System"
"journal-article-10.2307_1033079-ngram1.txt","Contemporary Juristic Theory, Civil Rights, and American Politics"
"journal-article-10.2307_1036728-ngram1.txt","Other Books"
"journal-article-10.2307_1015247-ngram1.txt","Foreword"
"journal-article-10.2307_1031158-ngram1.txt","Some Fallacies concerning Air Power"
"journal-article-10.2307_1014375-ngram1.txt","Wealth, Income and Savings"
"journal-article-10.2307_1019109-ngram1.txt","The Lumber and Forest-Products Industry of the South"
"journal-article-10.2307_1015310-ngram1.txt","Retirement Systems and Morale in Public Service"
"journal-article-10.2307_1018326-ngram1.txt","Insurance Instruction in American Universities and Colleges"
"journal-article-10.2307_1030810-ngram1.txt","The Conservative Political Movement"
"journal-article-10.2307_1035688-ngram1.txt","Other Books"
"journal-article-10.2307_1023629-ngram1.txt","National Service Life Insurance"
"journal-article-10.2307_1018369-ngram1.txt","Back Matter"
"journal-article-10.2307_1027482-ngram1.txt","Back Matter"
"journal-article-10.2307_1037896-ngram1.txt","Women in Economic Life: Rights and Opportunities"
"journal-article-10.2307_1037973-ngram1.txt","The Utopian World of Juvenile Courts"
"journal-article-10.2307_1014385-ngram1.txt","Capital Needs of Foreign Trade"
"journal-article-10.2307_1018002-ngram1.txt","Hedging in the Cotton Market"
"journal-article-10.2307_1020034-ngram1.txt","Modern Fiscal Systems, Their Characteristics and Trends of Development"
"journal-article-10.2307_1036829-ngram1.txt","Federal Tax Reform"
"journal-article-10.2307_1039567-ngram1.txt","The Causes of Peace and Conditions of War"
"journal-article-10.2307_1014516-ngram1.txt","The Evolution and Practical Operation of the Gold Settlement Fund"
"journal-article-10.2307_1034929-ngram1.txt","Other Books"
"journal-article-10.2307_1037968-ngram1.txt","Who Will Speak for the Child?"
"journal-article-10.2307_1019546-ngram1.txt","Labor Standards in NRA Codes"
"journal-article-10.2307_1017392-ngram1.txt","Mental Hygiene from the Standpoint of College Administration"
"journal-article-10.2307_1027278-ngram1.txt","Postwar Role of the Communist Party"
"journal-article-10.2307_1034405-ngram1.txt","Bilateral Channels: Activities in the Social Field"
"journal-article-10.2307_1014548-ngram1.txt","The Inheritance Tax"
"journal-article-10.2307_1015982-ngram1.txt","Taxation of Motor Vehicles in the United States"
"journal-article-10.2307_1030421-ngram1.txt","Back Matter"
"journal-article-10.2307_1021531-ngram1.txt","The Future of Federal Grants-in-Aid"
"journal-article-10.2307_1035990-ngram1.txt","Political Socialization and Leadership Selection"
"journal-article-10.2307_1037703-ngram1.txt","Other Books"
"journal-article-10.2307_1026837-ngram1.txt","Divorce Legislation and Family Instability"
"journal-article-10.2307_1030252-ngram1.txt","The Role of the Chinese Communist Party"
"journal-article-10.2307_1038140-ngram1.txt","The Norwegian Ombudsmen for Civil and Military Affairs"
"journal-article-10.2307_1038567-ngram1.txt","Other Books"
"journal-article-10.2307_1013836-ngram1.txt","Japanese in California: A Critical Examination of (1) Report of the California State Board of Control; (2) Letter by Governor Stephens to Secretary Colby; (3) Hearings in California by the House Committee on Immigration and Naturalization"
"journal-article-10.2307_1020873-ngram1.txt","Swedish Women in Industry and at Home"
"journal-article-10.2307_1016773-ngram1.txt","Smoothing the Wrinkles from Management. Time Study the Tool"
"journal-article-10.2307_1022342-ngram1.txt","Freedom and Interference in Medicine"
"journal-article-10.2307_1016548-ngram1.txt","The Commercial Problems of China"
"journal-article-10.2307_1031495-ngram1.txt","The School and the Public Library"
"journal-article-10.2307_1015837-ngram1.txt","Traffic Control"
"journal-article-10.2307_1016399-ngram1.txt","The Development of Adequate Protection for the Disabled Life Insurance Policyholder"
"journal-article-10.2307_1024170-ngram1.txt","Federal Debt Problems Arising from the Present Emergency"
"journal-article-10.2307_1036639-ngram1.txt","Foster-Family Care: Has It Fulfilled Its Promise?"
"journal-article-10.2307_1014488-ngram1.txt","Canadian Bonds"
"journal-article-10.2307_1016821-ngram1.txt","Back Matter"
"journal-article-10.2307_1021797-ngram1.txt","Taxing for Social Security"
"journal-article-10.2307_1027495-ngram1.txt","Probation and the Juvenile Delinquent"
"journal-article-10.2307_1015913-ngram1.txt","The Church and Crime in the United States"
"journal-article-10.2307_1027383-ngram1.txt","Census of Religious Bodies in United States"
"journal-article-10.2307_1037543-ngram1.txt","Some Perspectives on Evaluating Social Welfare Programs"
"journal-article-10.2307_1016561-ngram1.txt","How China Recovered Tariff Autonomy"
"journal-article-10.2307_1017256-ngram1.txt","The Unearned Increment in Land Values and Its Social Implications"
"journal-article-10.2307_1017393-ngram1.txt","Causes of Mental Ill Health among College Students"
"journal-article-10.2307_1020062-ngram1.txt","The Prospect of Rising Prices from the Monetary Angle"
"journal-article-10.2307_1037019-ngram1.txt","Individual and Group Values"
"journal-article-10.2307_1018442-ngram1.txt","Is the Unemployment Risk Insurable?"
"journal-article-10.2307_1027293-ngram1.txt","Soviet Policies in Asia"
"journal-article-10.2307_1035881-ngram1.txt","Other Books"
"journal-article-10.2307_1016694-ngram1.txt","Back Matter"
"journal-article-10.2307_1020118-ngram1.txt","A Study of the Three Million Families on Relief in October 1933"
"journal-article-10.2307_1022697-ngram1.txt","Training for Military Service"
"journal-article-10.2307_1037110-ngram1.txt","Black Nationalism"
"journal-article-10.2307_1037348-ngram1.txt","Other Books"
"journal-article-10.2307_1014405-ngram1.txt","What a Saving of $1.00 a Week Amounts to at Interest Compounded Quarterly. What the New Savings Habit Has Done for the Banks, Issued by the War Loan Organization Fifth Federal Reserve District, Richmond, Va."
"journal-article-10.2307_1016569-ngram1.txt","Chinese Influence in the Development of Western United States"
"journal-article-10.2307_1037794-ngram1.txt","Other Books"
"journal-article-10.2307_1026829-ngram1.txt","Some Neglected Areas in Family-Life Study"
"journal-article-10.2307_1040029-ngram1.txt","Local Political Leadership and Popular Discontent in the Ghetto"
"journal-article-10.2307_1014755-ngram1.txt","Where the Consumer's Dollar Goes"
"journal-article-10.2307_1018105-ngram1.txt","Pipe-Line Transportation of Natural Gas"
"journal-article-10.2307_1033162-ngram1.txt","The Future Role of the United States in the United Nations"
"journal-article-10.2307_1018329-ngram1.txt","Modern Insurance Developments in Germany"
"journal-article-10.2307_1032976-ngram1.txt","Other Books"
"journal-article-10.2307_1035611-ngram1.txt","Supplement: Some Recent Trends in Stratification Theory and Research"
"journal-article-10.2307_1036543-ngram1.txt","Other Books"
"journal-article-10.2307_1037105-ngram1.txt","Other Books"
"journal-article-10.2307_1028290-ngram1.txt","Parties and Party Systems in Postwar Germany"
"journal-article-10.2307_1031670-ngram1.txt","The Woman Alcoholic"
"journal-article-10.2307_1032289-ngram1.txt","The Communist Party Since Stalin"
"journal-article-10.2307_1038307-ngram1.txt","Other Books"
"journal-article-10.2307_1016362-ngram1.txt","Marketing Fluid Milk in Philadelphia. An Experience in Sales Co-Operation"
"journal-article-10.2307_1020522-ngram1.txt","The Depression and Foreign Trade Barriers"
"journal-article-10.2307_1027273-ngram1.txt","Back Matter"
"journal-article-10.2307_1016029-ngram1.txt","Report of the World Economic Conference adopted on May 23, 1927"
"journal-article-10.2307_1016357-ngram1.txt","Costs and Margins in Marketing"
"journal-article-10.2307_1017082-ngram1.txt","Internal Colonization in Germany: A Problem in Rural Land Utilization"
"journal-article-10.2307_1019124-ngram1.txt","Banking in the South: Its Relation to Agricultural and Industrial Development"
"journal-article-10.2307_1020940-ngram1.txt","Pricing Processes and Policies"
"journal-article-10.2307_1021977-ngram1.txt","The Department Store-A Problem of Elephantiasis"
"journal-article-10.2307_1022060-ngram1.txt","Techniques of Public Control-An Appraisal of Methods"
"journal-article-10.2307_1023419-ngram1.txt","The Negro and Crime"
"journal-article-10.2307_1027586-ngram1.txt","A Debt Policy for a Prosperous America"
"journal-article-10.2307_1018334-ngram1.txt","Modern Tendencies and the Present State of Insurance in Italy"
"journal-article-10.2307_1021189-ngram1.txt","The Impairment of Obligation of Contracts"
"journal-article-10.2307_1034835-ngram1.txt","Back Matter"
"journal-article-10.2307_1035112-ngram1.txt","National-State-Local Systems of Government and Intergovernmental Aid"
"journal-article-10.2307_1037616-ngram1.txt","India and the Soviet Union"
"journal-article-10.2307_1038132-ngram1.txt","Other Books"
"journal-article-10.2307_1014603-ngram1.txt","The Professional Organization of Social Work"
"journal-article-10.2307_1020113-ngram1.txt","Back Matter"
"journal-article-10.2307_1037972-ngram1.txt","Annulment of Marriage"
"journal-article-10.2307_1014209-ngram1.txt","Lumber Prices"
"journal-article-10.2307_1014340-ngram1.txt","The Importance of Foreign Trade in Copper and Other Metals"
"journal-article-10.2307_1018683-ngram1.txt","Supplement: The Press as a Factor in International Relations"
"journal-article-10.2307_1026965-ngram1.txt","Back Matter"
"journal-article-10.2307_1035309-ngram1.txt","Other Books"
"journal-article-10.2307_1014804-ngram1.txt","Europe and the Development of American Foreign Trade"
"journal-article-10.2307_1015069-ngram1.txt","Psychological Tests in Industry"
"journal-article-10.2307_1024169-ngram1.txt","Our Mounting Governmental Debt"
"journal-article-10.2307_1024884-ngram1.txt","Participation of Women in Government"
"journal-article-10.2307_1030809-ngram1.txt","The Judicial System of New Japan"
"journal-article-10.2307_1031414-ngram1.txt","Neutralism and United States Foreign Policy"
"journal-article-10.2307_1036737-ngram1.txt","Black Consciousness and the Black Church: A Historical-Theological Interpretation"
"journal-article-10.2307_1037882-ngram1.txt","The Status of Women in Modern Patterns of Culture"
"journal-article-10.2307_1015917-ngram1.txt","Probation and Parole in the County Courts of Pennsylvania"
"journal-article-10.2307_1016193-ngram1.txt","The Motion Picture"
"journal-article-10.2307_1018384-ngram1.txt","Judicial Personnel"
"journal-article-10.2307_1037807-ngram1.txt","Sexual Deviance in Contemporary America"
"journal-article-10.2307_1037902-ngram1.txt","An Account of United Nations Action to Advance the Status of Women"
"journal-article-10.2307_1025745-ngram1.txt","Latin American Labor Comes of Age"
"journal-article-10.2307_1016999-ngram1.txt","Supplement. Airport Problems of American Cities"
"journal-article-10.2307_1023615-ngram1.txt","Back Matter"
"journal-article-10.2307_1027076-ngram1.txt","Why Workers Join Unions"
"journal-article-10.2307_1032293-ngram1.txt","Recent Trends in Soviet Foreign Trade"
"journal-article-10.2307_1033267-ngram1.txt","Recent Developments in the Field of History"
"journal-article-10.2307_1037975-ngram1.txt","The Future of Family Law"
"journal-article-10.2307_1017551-ngram1.txt","The Policewoman"
"journal-article-10.2307_1024493-ngram1.txt","Back Matter"
"journal-article-10.2307_1024892-ngram1.txt","Educational Implications of Women's Military Training"
"journal-article-10.2307_1027190-ngram1.txt","Changing Status of the Peasant in Eastern Europe"
"journal-article-10.2307_1035888-ngram1.txt","Racial Inequality in Employment: The Patterns of Discrimination"
"journal-article-10.2307_1036815-ngram1.txt","Other Books"
"journal-article-10.2307_1014473-ngram1.txt","Classification of Investment Bonds"
"journal-article-10.2307_1018862-ngram1.txt","Mechanics of Zoning Adjustments"
"journal-article-10.2307_1027364-ngram1.txt","Back Matter"
"journal-article-10.2307_1029543-ngram1.txt","Public Health and Foreign Policy"
"journal-article-10.2307_1031164-ngram1.txt","Obstacles to the Development of American Air Power"
"journal-article-10.2307_1031342-ngram1.txt","Presidential Disability"
"journal-article-10.2307_1035706-ngram1.txt","Supplement: Some Recent Developments in Socialization Theory and Research"
"journal-article-10.2307_1036055-ngram1.txt","Other Books"
"journal-article-10.2307_1018584-ngram1.txt","The Prison Labor Problem"
"journal-article-10.2307_1030329-ngram1.txt","Back Matter"
"journal-article-10.2307_1034669-ngram1.txt","Jewish Teen-Age Culture"
"journal-article-10.2307_1036266-ngram1.txt","Labor: A Partner in American Foreign Policy?"
"journal-article-10.2307_1037279-ngram1.txt","Other Books"
"journal-article-10.2307_1037878-ngram1.txt","Other Books"
"journal-article-10.2307_1016852-ngram1.txt","The Negro's Contribution to American Art and Literature"
"journal-article-10.2307_1020116-ngram1.txt","The Rise of Social Work"
"journal-article-10.2307_1021435-ngram1.txt","Back Matter"
"journal-article-10.2307_1026540-ngram1.txt","Back Matter"
"journal-article-10.2307_1026830-ngram1.txt","Organization of Social Forces to Promote Family Stability"
"journal-article-10.2307_1035986-ngram1.txt","The Child's Image of Government"
"journal-article-10.2307_1037974-ngram1.txt","The Family Court-Evolving Concepts"
"journal-article-10.2307_1018747-ngram1.txt","Wage Rates and the Standard of Living"
"journal-article-10.2307_1022892-ngram1.txt","The World We Approach"
"journal-article-10.2307_1024890-ngram1.txt","What Is Women's Education?"
"journal-article-10.2307_1015270-ngram1.txt","The Development of the Budget Idea in the United States"
"journal-article-10.2307_1018798-ngram1.txt","American Relations with the International Labor Office, 1919-1932"
"journal-article-10.2307_1019760-ngram1.txt","Back Matter"
"journal-article-10.2307_1027179-ngram1.txt","Back Matter"
"journal-article-10.2307_1033875-ngram1.txt","Private and Public Action in Meeting Health Needs"
"journal-article-10.2307_1036357-ngram1.txt","Soldiers and the Nation-State"
"journal-article-10.2307_1015200-ngram1.txt","The Outlook for the Juvenile Court"
"journal-article-10.2307_1019043-ngram1.txt","China and the West"
"journal-article-10.2307_1020352-ngram1.txt","Back Matter"
"journal-article-10.2307_1021034-ngram1.txt","How Effective Is a Police Department?"
"journal-article-10.2307_1022505-ngram1.txt","America's International Accounts"
"journal-article-10.2307_1023065-ngram1.txt","Aprons and Overalls in War"
"journal-article-10.2307_1025891-ngram1.txt","Back Matter"
"journal-article-10.2307_1027492-ngram1.txt","An Experiment in Prevention of Delinquency"
"journal-article-10.2307_1028306-ngram1.txt","A List of Political, Legal, and Economic Journals"
"journal-article-10.2307_1035404-ngram1.txt","Other Books"
"journal-article-10.2307_1037360-ngram1.txt","Health and Well-Being"
"journal-article-10.2307_1014553-ngram1.txt","The General Sales Tax Is Not the Way Out"
"journal-article-10.2307_1014664-ngram1.txt","Non-Partisan Nominations and Elections"
"journal-article-10.2307_1018083-ngram1.txt","Structure and Powers of the Federal Reserve System in Evolution"
"journal-article-10.2307_1024055-ngram1.txt","Radio as a News Medium"
"journal-article-10.2307_1024438-ngram1.txt","Care of Dependent Children"
"journal-article-10.2307_1026235-ngram1.txt","The Legal Basis of International Relations"
"journal-article-10.2307_1033963-ngram1.txt","Research and Development, Economic Growth, and National Security"
"journal-article-10.2307_1035035-ngram1.txt","Changing Concepts of the Role of the Military in Latin America"
"journal-article-10.2307_1035979-ngram1.txt","Other Books"
"journal-article-10.2307_1036559-ngram1.txt","Supplement: Recent Developments in United States History"
"journal-article-10.2307_1037354-ngram1.txt","Education and Learning"
"journal-article-10.2307_1016976-ngram1.txt","Ten Years' Progress in Parent Education"
"journal-article-10.2307_1017178-ngram1.txt","Back Matter"
"journal-article-10.2307_1022157-ngram1.txt","Finding the Facts about Youth"
"journal-article-10.2307_1027283-ngram1.txt","Russia's Trade in the Postwar Years"
"journal-article-10.2307_1037538-ngram1.txt","Community Power and Community Mobilization"
"journal-article-10.2307_1018184-ngram1.txt","The Gold Clause"
"journal-article-10.2307_1018324-ngram1.txt","Developments in the Field of Fire Prevention"
"journal-article-10.2307_1028301-ngram1.txt","Social Insurance in Germany"
"journal-article-10.2307_1032354-ngram1.txt","The Indian Claims Commission Act"
"journal-article-10.2307_1036160-ngram1.txt","American Studies Abroad: Culture and Foreign Policy"
"journal-article-10.2307_1037615-ngram1.txt","Peking's Revolutionary Strategy in the Developing World: The Failures of Success"
"journal-article-10.2307_1037708-ngram1.txt","United States-Soviet Co-Operation: Incentives and Obstacles"
"journal-article-10.2307_1039654-ngram1.txt","Other Books"
"journal-article-10.2307_1018590-ngram1.txt","The Prisoner Speaks"
"journal-article-10.2307_1020041-ngram1.txt","The Proper Sphere of Death Taxes"
"journal-article-10.2307_1030652-ngram1.txt","Swedish Wages and Wage Policies"
"journal-article-10.2307_1038308-ngram1.txt","Back Matter"
"journal-article-10.2307_1019363-ngram1.txt","The Executive Power in the State Constitution"
"journal-article-10.2307_1034058-ngram1.txt","Recognition of the People's Republic of China"
"journal-article-10.2307_1034413-ngram1.txt","Developing Professional Leadership for Social Programs"
"journal-article-10.2307_1035325-ngram1.txt","The Role of Africa in the United Nations"
"journal-article-10.2307_1035700-ngram1.txt","Sino-Soviet Economic Relations, 1959-1962"
"journal-article-10.2307_1039571-ngram1.txt","How Hostilities Have Ended: Peace Treaties and Alternatives"
"journal-article-10.2307_1020134-ngram1.txt","Making Relief Respectable"
"journal-article-10.2307_1027294-ngram1.txt","Soviet-American Relations Since the War"
"journal-article-10.2307_1035991-ngram1.txt","The Political Socialization of the American Negro"
"journal-article-10.2307_1037024-ngram1.txt","National Goals and Indicators for the Reduction of Crime and Delinquency"
"journal-article-10.2307_1014062-ngram1.txt","The Coal Question in Germany"
"journal-article-10.2307_1014712-ngram1.txt","Canada's Outstanding Imports"
"journal-article-10.2307_1014750-ngram1.txt","The Effect of Competitive Conditions on Labor Relations in Coal Mining"
"journal-article-10.2307_1017078-ngram1.txt","Public Guidance in Rural Land Utilization in Denmark"
"journal-article-10.2307_1017209-ngram1.txt","Labor Legislation for Women and Its Effects on Earnings and Conditions of Labor"
"journal-article-10.2307_1018849-ngram1.txt","History of Zoning"
"journal-article-10.2307_1020859-ngram1.txt","The Financial Policy during Depression and Boom"
"journal-article-10.2307_1025434-ngram1.txt","Responsibility of Social Science"
"journal-article-10.2307_1029835-ngram1.txt","Ethical Standards of the Medical Profession"
"journal-article-10.2307_1022506-ngram1.txt","Foreign Exchange and Gold Policies"
"journal-article-10.2307_1023062-ngram1.txt","Marriages, Births, and Divorces"
"journal-article-10.2307_1024167-ngram1.txt","Problems of Federal Tax Administration"
"journal-article-10.2307_1024639-ngram1.txt","Back Matter"
"journal-article-10.2307_1029555-ngram1.txt","Utilizing Our Soil Resources for Greater Production"
"journal-article-10.2307_1037118-ngram1.txt","Conflict in the Catholic Colleges"
"journal-article-10.2307_1038471-ngram1.txt","Reproductive Performance and Reproductive Capacity in Less Industrialized Societies"
"journal-article-10.2307_1014474-ngram1.txt","Tables of Bond Values-Theory and Use"
"journal-article-10.2307_1016450-ngram1.txt","The Chinese Eastern Railway"
"journal-article-10.2307_1017192-ngram1.txt","Labor Turnover of Working Women"
"journal-article-10.2307_1022982-ngram1.txt","The Union Security Issue"
"journal-article-10.2307_1024893-ngram1.txt","Education and Employment Opportunities for Women"
"journal-article-10.2307_1032012-ngram1.txt","The Action Program for Highway Safety"
"journal-article-10.2307_1032692-ngram1.txt","Other Books"
"journal-article-10.2307_1037619-ngram1.txt","Nuclear Technology, Weapons, and the Third World"
"journal-article-10.2307_1037898-ngram1.txt","Women and American Trade Unions"
"journal-article-10.2307_1013842-ngram1.txt","Is the Japanese Menace in America a Reality?"
"journal-article-10.2307_1021706-ngram1.txt","Charge Accounts of Retail Merchants"
"journal-article-10.2307_1021880-ngram1.txt","Minorities-A Basis of the Refugee Problem"
"journal-article-10.2307_1021967-ngram1.txt","Back Matter"
"journal-article-10.2307_1022151-ngram1.txt","Youth Movements in the United States"
"journal-article-10.2307_1036251-ngram1.txt","Other Books"
"journal-article-10.2307_1036923-ngram1.txt","The Businessman Abroad"
"journal-article-10.2307_1015018-ngram1.txt","Business Men and the Business Cycle"
"journal-article-10.2307_1017614-ngram1.txt","Back Matter"
"journal-article-10.2307_1018086-ngram1.txt","Gold, Capital Movements, and the Dollar"
"journal-article-10.2307_1021547-ngram1.txt","Fiscal Aspects of State-Local Relations"
"journal-article-10.2307_1028196-ngram1.txt","The Supreme Court as Protector of Civil Rights: Criminal Justice"
"journal-article-10.2307_1029219-ngram1.txt","Back Matter"
"journal-article-10.2307_1029636-ngram1.txt","Adequacy of Our Mineral Fuels"
"journal-article-10.2307_1030266-ngram1.txt","Overseas Chinese and Communist Policy"
"journal-article-10.2307_1032809-ngram1.txt","The United States and the United Nations"
"journal-article-10.2307_1037965-ngram1.txt","Perspective on Adoption"
"journal-article-10.2307_1039568-ngram1.txt","War Termination and Conflict Theory: Value Premises, Theories, and Policies"
"journal-article-10.2307_1040109-ngram1.txt","Other Books"
"journal-article-10.2307_1014367-ngram1.txt","Back Matter"
"journal-article-10.2307_1014515-ngram1.txt","Relations of Reserve Banks to Member Banks and Inter-Relations of Federal Reserve Banks"
"journal-article-10.2307_1014749-ngram1.txt","Wages, Margins and Anthracite Prices"
"journal-article-10.2307_1021781-ngram1.txt","Various Government Provisions for the Unemployed"
"journal-article-10.2307_1024881-ngram1.txt","Women in Labor Unions"
